obs_id,sex,length_obs_s,sig_s,sig_nb,chasing_s,feeding_s,frozen_s,Q1_s,Q2_s,Q3_s,Q4_s,Q5_s,Q6_s,dash_nb,bin,tank,time,fish_ID,cue
C05V1,male,57.83,0,0,30.753,0,0,5.248,2.249,0.75,16.997,1.249,30.866,0,4,ST2C7,after,ST2C7M,control
C05V1,male,57.83,2.247,2,19.245,0,0,0,1.752,0,35.895,0,19.903,0,5,ST2C7,after,ST2C7M,control
C05V1,male,57.83,0,0,9.749,0,0,0,10.073,0,25.48,0,22.003,0,6,ST2C7,after,ST2C7M,control
C05V1,male,66.09,1.001,2,15.251,0,0,0,3.998,1.616,31.069,0.503,28.24,0,7,ST2C7,after,ST2C7M,control
C05V1,male,57.83,0,0,9.176,0,0,0,6.736,0,17.155,0,33.669,0,8,ST2C7,after,ST2C7M,control
C05V1,male,57.83,0,0,6,2.249,0,4.002,0,7.737,16.995,11.004,17.213,0,9,ST2C7,after,ST2C7M,control
C05V1,male,3.77,0,0,0.75,0,0,0,0,0,3.268,0,0,0,10,ST2C7,after,ST2C7M,control
C05V2,female,66.16,NA,NA,NA,0,0,2.746,21.999,1.999,20.994,1.503,16.485,0,0,ST2C7,before,ST2C7F,control
C05V2,female,57.83,NA,NA,NA,0,0,0,19.457,0,23.633,0,14.245,0,1,ST2C7,before,ST2C7F,control
C05V2,female,57.83,NA,NA,NA,16.749,0,6.25,1.902,4.744,3.495,29.459,11.499,0,2,ST2C7,before,ST2C7F,control
C05V2,female,66.09,NA,NA,NA,9.001,0,0,5.997,0,22.231,7.249,29.697,0,3,ST2C7,before,ST2C7F,control
C05V2,female,57.83,NA,NA,NA,7.999,0,0,8.991,0,23.762,0,24.101,0,4,ST2C7,before,ST2C7F,control
C05V2,female,57.83,NA,NA,NA,21.502,0,0,0.496,0,11.015,4.745,41.299,0,5,ST2C7,before,ST2C7F,control
C05V2,female,57.83,NA,NA,NA,5.103,0,1.5,8.152,5.743,11.235,20.989,9.751,0,6,ST2C7,before,ST2C7F,control
C05V2,female,66.09,NA,NA,NA,9.917,0,7.249,0,23.478,0,32.573,1.749,0,7,ST2C7,before,ST2C7F,control
C05V2,female,57.83,NA,NA,NA,0,2.498,18.61,8.248,12.332,4.745,10.9,2.746,0,8,ST2C7,before,ST2C7F,control
C05V2,female,57.83,NA,NA,NA,6.253,0,4.501,2.002,10.983,5.05,21.652,13.082,0,9,ST2C7,before,ST2C7F,control
C05V2,female,10.24,NA,NA,NA,0,0,0,0,0,0,4.615,5.151,0,10,ST2C7,before,ST2C7F,control
C05V2,male,66.16,0,0,0,0,0,7.245,54.961,0,3.652,0,0,1,0,ST2C7,before,ST2C7M,control
C05V2,male,57.83,0,0,0,0,0,32.498,25.066,0,0,0,0,0,1,ST2C7,before,ST2C7M,control
C05V2,male,57.83,0,0,8.717,0,0,36.651,12.749,3.556,0,4.587,0,0,2,ST2C7,before,ST2C7M,control
C05V2,male,66.09,1.742,2,28.926,0,3,1.247,11,2.75,20.547,12.901,17.373,0,3,ST2C7,before,ST2C7M,control
C05V2,male,57.83,0,0,39.218,0,0,0,13.749,0,23.651,0,20.151,0,4,ST2C7,before,ST2C7M,control
C05V2,male,57.83,1.504,1,19.254,0,0,0,3.746,3.216,25.992,0.752,23.243,0,5,ST2C7,before,ST2C7M,control
C05V2,male,57.83,0,0,15.749,0,0,0,5.007,12.37,14.485,12.995,12.494,0,6,ST2C7,before,ST2C7M,control
C05V2,male,66.09,1.498,1,16.497,0,0,8.25,11.244,16.246,1.504,24.212,3.994,0,7,ST2C7,before,ST2C7M,control
C05V2,male,57.83,0,0,2.998,0,1.75,27.169,1.999,8.248,4.747,12.903,2.496,0,8,ST2C7,before,ST2C7M,control
C05V2,male,57.83,0,0,0,0,0,4.404,16.213,0,17.984,0,18.74,0,9,ST2C7,before,ST2C7M,control
C05V2,male,10.24,0,0,0,0,0,0,3.252,0,5.145,1.477,0,0,10,ST2C7,before,ST2C7M,control
C06V1,female,66.73,NA,NA,NA,4.504,17.24,0,0,0,0.499,25.999,39.763,0,0,ST2AC1,after,ST2AC1F,alarm
C06V1,female,58.33,NA,NA,NA,0.252,3.499,0,0,0.553,0,29.109,28.393,0,1,ST2AC1,after,ST2AC1F,alarm
C06V1,female,58.33,NA,NA,NA,0,0,0,0,7.667,0,50.396,0,0,2,ST2AC1,after,ST2AC1F,alarm
C06V1,female,58.33,NA,NA,NA,0,0,0,0,11.998,4.249,28.39,13.211,0,3,ST2AC1,after,ST2AC1F,alarm
C06V1,female,58.33,NA,NA,NA,3.255,0,0,0,10.5,0,45.208,2.152,0,4,ST2AC1,after,ST2AC1F,alarm
C06V1,female,66.67,NA,NA,NA,0,0,0,0,16.641,0,49.608,0,0,5,ST2AC1,after,ST2AC1F,alarm
C06V1,female,58.33,NA,NA,NA,2.25,0,0,0,4.101,0,41.039,12.75,0,6,ST2AC1,after,ST2AC1F,alarm
C06V1,female,58.33,NA,NA,NA,0.747,0,0,0,15.985,4.499,31.624,5.745,0,7,ST2AC1,after,ST2AC1F,alarm
C06V1,female,58.33,NA,NA,NA,5.999,0,0,0,0,9.495,22.151,26.416,0,8,ST2AC1,after,ST2AC1F,alarm
C06V1,female,58.33,NA,NA,NA,0,0,0,0,0,8.342,16.493,32.806,0,9,ST2AC1,after,ST2AC1F,alarm
C06V1,female,19.3,NA,NA,NA,0,0,0,0,0,2.504,0,15.946,0,10,ST2AC1,after,ST2AC1F,alarm
C06V1,male,66.73,0,0,2.248,0,1.997,0,0,0,0,30.905,35.341,0,0,ST2AC1,after,ST2AC1M,alarm
C06V1,male,58.33,0,0,0,0,0,0,0,0.261,0,30.848,21.905,0,1,ST2AC1,after,ST2AC1M,alarm
C06V1,male,58.33,0,0,1.501,0,0,0,0.749,3.901,14.741,27.245,11.217,0,2,ST2AC1,after,ST2AC1M,alarm
C06V1,male,58.33,1.465,1,4.246,0,0,3.248,6.248,4.997,17.104,9,17.47,2,3,ST2AC1,after,ST2AC1M,alarm
C06V1,male,58.33,0,0,51.477,0,3.746,0,0,8.498,0,46.712,2.654,0,4,ST2AC1,after,ST2AC1M,alarm
C06V1,male,66.67,0.749,1,37.257,0,0,0,0,3.746,0,62.513,0,0,5,ST2AC1,after,ST2AC1M,alarm
C06V1,male,58.33,0,0,8.009,0,0,0,0,0,0,44.092,13.992,2,6,ST2AC1,after,ST2AC1M,alarm
C06V1,male,58.33,0,0,17,0,0,2.25,0,10.494,3.743,33.82,7.748,0,7,ST2AC1,after,ST2AC1M,alarm
C06V1,male,58.33,0,0,9.372,0,1.751,0,0,0,0,35.314,22.745,0,8,ST2AC1,after,ST2AC1M,alarm
C06V1,male,58.33,0,0,3,0,0,0,0,0,0,27.86,28.759,0,9,ST2AC1,after,ST2AC1M,alarm
C06V1,male,19.3,0,0,3.503,0,0,0,0,0,0.25,0,18.628,0,10,ST2AC1,after,ST2AC1M,alarm
C06V2,female,66.73,NA,NA,NA,2.25,0,7.992,21.4,6.492,13.368,6.753,10.241,0,0,ST2AC1,before,ST2AC1F,alarm
C06V2,female,58.33,NA,NA,NA,1.002,0,5.497,0,16.997,6.651,22.42,6.496,0,1,ST2AC1,before,ST2AC1F,alarm
C06V2,female,58.33,NA,NA,NA,1.003,0,7.756,2.999,17.728,3.495,24.319,1.748,0,2,ST2AC1,before,ST2AC1F,alarm
C06V2,female,58.33,NA,NA,NA,0,0,36.299,0,15.339,0,6.402,0,0,3,ST2AC1,before,ST2AC1F,alarm
C06V2,female,58.33,NA,NA,NA,0,0,23.653,0,17.65,0,16.744,0,0,4,ST2AC1,before,ST2AC1F,alarm
C06V2,female,66.67,NA,NA,NA,0,0,19.625,2.71,26.154,0,17.815,0,0,5,ST2AC1,before,ST2AC1F,alarm
C06V2,female,58.33,NA,NA,NA,0,3.243,17.5,40.574,0,0,0,0,0,6,ST2AC1,before,ST2AC1F,alarm
C06V2,female,58.33,NA,NA,NA,0.5,0,1.753,23.152,4.995,6.992,0,21.175,0,7,ST2AC1,before,ST2AC1F,alarm
C06V2,female,58.33,NA,NA,NA,2.996,0,0.5,15.24,4.497,10.749,8.5,18.567,0,8,ST2AC1,before,ST2AC1F,alarm
C06V2,female,58.33,NA,NA,NA,0,0.996,31.43,0,1.748,4.749,7.753,12.397,0,9,ST2AC1,before,ST2AC1F,alarm
C06V2,female,15.77,NA,NA,NA,0,0,1.653,0,2.997,0,10.615,0,0,10,ST2AC1,before,ST2AC1F,alarm
C06V2,male,66.73,0,0,37.617,0,0,10.988,23.5,7.003,9.96,2.998,11.002,0,0,ST2AC1,before,ST2AC1M,alarm
C06V2,male,58.33,1.744,2,45.717,0,0,2.743,0,16.058,8.249,22.079,8.247,0,1,ST2AC1,before,ST2AC1M,alarm
C06V2,male,58.33,3.247,3,47.386,0,0,0.999,0.497,20.486,4.75,28.314,1.752,0,2,ST2AC1,before,ST2AC1M,alarm
C06V2,male,58.33,0,0,51.424,0,0,34.96,0,16.502,0,6.399,0,0,3,ST2AC1,before,ST2AC1M,alarm
C06V2,male,58.33,0,0,32.746,0,0,26.923,4.495,14.624,0,11.994,0,0,4,ST2AC1,before,ST2AC1M,alarm
C06V2,male,66.67,0,0,48.358,0,0,18.553,3.249,27.986,0,16.493,0,0,5,ST2AC1,before,ST2AC1M,alarm
C06V2,male,58.33,0,0,27.966,0,0,25.637,15.5,12.998,3.913,0,0,0,6,ST2AC1,before,ST2AC1M,alarm
C06V2,male,58.33,1.998,2,17.886,0,0,3.999,7.5,7.493,17.396,6.252,15.414,0,7,ST2AC1,before,ST2AC1M,alarm
C06V2,male,58.33,5.999,2,35.248,0.75,0,0.253,5.993,2.998,15.747,10.998,22.067,0,8,ST2AC1,before,ST2AC1M,alarm
C06V2,male,58.33,8.248,2,15.676,0,0,5.997,0,12.959,1.747,12.498,24.646,0,9,ST2AC1,before,ST2AC1M,alarm
C06V2,male,15.77,0,0,3.999,0,0,0,0,3.153,0,12.218,0,0,10,ST2AC1,before,ST2AC1M,alarm
C07V1,female,66.73,NA,NA,NA,2.253,0,0,20.46,0,11.497,0,34.402,0,0,ST2AC4,before,ST2AC4F,alarm
C07V1,female,58.33,NA,NA,NA,0,0,23.499,32.365,0,1.999,0,0,0,1,ST2AC4,before,ST2AC4F,alarm
C07V1,female,58.33,NA,NA,NA,3,0,2.999,26.924,0,13.151,0,14.997,0,2,ST2AC4,before,ST2AC4F,alarm
C07V1,female,58.33,NA,NA,NA,28.245,0,0,9.653,0,3.498,0,44.712,0,3,ST2AC4,before,ST2AC4F,alarm
C07V1,female,58.33,NA,NA,NA,11.246,0,0,0,0,0,0,58.015,0,4,ST2AC4,before,ST2AC4F,alarm
C07V1,female,66.67,NA,NA,NA,44.356,0,3.499,0.998,1.998,1.749,14.252,43.761,0,5,ST2AC4,before,ST2AC4F,alarm
C07V1,female,58.33,NA,NA,NA,31.716,0,3.497,0,1.251,0.751,0,52.365,0,6,ST2AC4,before,ST2AC4F,alarm
C07V1,female,58.33,NA,NA,NA,42.72,0,0,0,0,0,13.219,44.652,0,7,ST2AC4,before,ST2AC4F,alarm
C07V1,female,58.33,NA,NA,NA,11.75,0,2.248,11.504,0.496,2,24.577,17.247,0,8,ST2AC4,before,ST2AC4F,alarm
C07V1,female,58.33,NA,NA,NA,0,0,35.673,0,6.252,0,16.147,0,0,9,ST2AC4,before,ST2AC4F,alarm
C07V1,female,43.17,NA,NA,NA,7.003,0,3.151,11.751,0.499,7.001,0.746,18.904,0,10,ST2AC4,before,ST2AC4F,alarm
C07V1,male,66.73,2,1,42.714,0,2.499,0,19.5,0,13.704,0,33.152,1,0,ST2AC4,before,ST2AC4M,alarm
C07V1,male,58.33,11.924,3,43.241,0,0,23,34.866,0,0,0,0,0,1,ST2AC4,before,ST2AC4M,alarm
C07V1,male,58.33,8.505,2,26.419,0,0,2.997,22.912,0,18.148,0,13.999,0,2,ST2AC4,before,ST2AC4M,alarm
C07V1,male,58.33,0,0,1.251,3.006,0,14.496,24.655,0,2.747,0,16.168,0,3,ST2AC4,before,ST2AC4M,alarm
C07V1,male,58.33,0.751,1,1.5,14.498,0,0,0,0,3.749,4.999,49.331,0,4,ST2AC4,before,ST2AC4M,alarm
C07V1,male,66.67,11.747,3,1.249,0,0,4.001,19.116,0,6.749,0,36.395,0,5,ST2AC4,before,ST2AC4M,alarm
C07V1,male,58.33,1.246,1,0,0,0,0.997,41.57,0,14.997,0,0.497,0,6,ST2AC4,before,ST2AC4M,alarm
C07V1,male,58.33,3.249,1,4.251,24.975,0,0,3.15,0,7.001,0,47.717,0,7,ST2AC4,before,ST2AC4M,alarm
C07V1,male,58.33,1.002,1,0,12.249,0,0,11.421,0,19.744,2.751,24.147,0,8,ST2AC4,before,ST2AC4M,alarm
C07V1,male,58.33,0,0,0,7.419,0,0,31.399,0,12.246,0,14.428,0,9,ST2AC4,before,ST2AC4M,alarm
C07V1,male,43.17,0,0,0,19.753,0,0,0,0,8.748,0,34.092,0,10,ST2AC4,before,ST2AC4M,alarm
C07V2,female,66.73,NA,NA,NA,1.753,0.75,10.242,8,6.992,17.867,1.251,11.746,0,0,ST2AC4,after,ST2AC4F,alarm
C07V2,female,58.33,NA,NA,NA,12.756,0,0,0,0,4.654,43.908,9.501,0,1,ST2AC4,after,ST2AC4F,alarm
C07V2,female,58.33,NA,NA,NA,3.253,0,4.249,0,4.251,0,48.464,0,0,2,ST2AC4,after,ST2AC4F,alarm
C07V2,female,58.33,NA,NA,NA,3.938,0,3.999,5.999,4.902,0.996,36.433,5.746,0,3,ST2AC4,after,ST2AC4F,alarm
C07V2,female,58.33,NA,NA,NA,11.228,0,0,0,9.003,0,39.123,9.747,0,4,ST2AC4,after,ST2AC4F,alarm
C07V2,female,66.67,NA,NA,NA,3.248,0,22.744,0,11.995,0,31.513,0,0,5,ST2AC4,after,ST2AC4F,alarm
C07V2,female,58.33,NA,NA,NA,1.498,0,14.494,0,13.003,0,30.577,0,0,6,ST2AC4,after,ST2AC4F,alarm
C07V2,female,58.33,NA,NA,NA,0,1.111,27.251,0,20.418,0,10.004,0,0,7,ST2AC4,after,ST2AC4F,alarm
C07V2,female,58.33,NA,NA,NA,15.592,0,0,0,6.404,0,17.745,33.649,0,8,ST2AC4,after,ST2AC4F,alarm
C07V2,female,58.33,NA,NA,NA,14.75,0,1.249,0,3.499,0,32.965,20.154,0,9,ST2AC4,after,ST2AC4F,alarm
C07V2,female,36.93,NA,NA,NA,2.499,0,3.756,0,13.072,0,19.746,0,0,10,ST2AC4,after,ST2AC4F,alarm
C07V2,male,66.73,3.495,2,4.756,0,5.247,10.254,3.999,11.495,35.767,0,4.747,1,0,ST2AC4,after,ST2AC4M,alarm
C07V2,male,58.33,0.501,1,2.751,20.172,0,0,0,0,9.154,22.748,26.171,1,1,ST2AC4,after,ST2AC4M,alarm
C07V2,male,58.33,2.503,3,2.752,9.511,0,0,0,5.753,0,52.318,0,1,2,ST2AC4,after,ST2AC4M,alarm
C07V2,male,58.33,3.251,1,25.161,0,1.246,5.749,5.749,2.751,2.497,34.557,6.745,4,3,ST2AC4,after,ST2AC4M,alarm
C07V2,male,58.33,9.253,4,9.496,0,0,0,0,7.746,0,32.369,17.744,0,4,ST2AC4,after,ST2AC4M,alarm
C07V2,male,66.67,1.502,1,0,19.36,0,1.75,5.752,16.49,5.244,34.515,2.499,0,5,ST2AC4,after,ST2AC4M,alarm
C07V2,male,58.33,0,0,18.246,2.503,0,14.306,0.621,14.496,0.999,25.651,1.998,0,6,ST2AC4,after,ST2AC4M,alarm
C07V2,male,58.33,7.604,5,9.75,0,0,29.999,5.649,17.7,0,4.502,0,0,7,ST2AC4,after,ST2AC4M,alarm
C07V2,male,58.33,1.251,1,7.501,0.753,0,16.421,0,23.144,0,13.243,5.252,0,8,ST2AC4,after,ST2AC4M,alarm
C07V2,male,58.33,0,0,0,13.748,0,5.899,0,10.24,0,41.716,0,0,9,ST2AC4,after,ST2AC4M,alarm
C07V2,male,36.93,0,0,7.504,4,0,9.247,0,10.363,0,16.899,0,0,10,ST2AC4,after,ST2AC4M,alarm
C08V1,female,66.73,NA,NA,NA,0,0,42.24,16.87,4.249,0,0,2.504,0,0,ST2C13,before,ST2C13F,control
C08V1,female,58.33,NA,NA,NA,0,0,15.747,42.124,0,0,0,0,0,1,ST2C13,before,ST2C13F,control
C08V1,female,58.33,NA,NA,NA,0,0,16.243,39.07,1.249,1.496,0,0,0,2,ST2C13,before,ST2C13F,control
C08V1,female,58.33,NA,NA,NA,0,1.248,28.25,19.899,3.993,0.752,0,5.179,0,3,ST2C13,before,ST2C13F,control
C08V1,female,58.33,NA,NA,NA,0,2.499,33.66,3.501,14.502,2.996,0,3.398,0,4,ST2C13,before,ST2C13F,control
C08V1,female,66.67,NA,NA,NA,0,0,17.128,45.998,0,2.494,0,0,0,5,ST2C13,before,ST2C13F,control
C08V1,female,58.33,NA,NA,NA,0,4.247,40.901,2.91,8.988,5.08,0,0,0,6,ST2C13,before,ST2C13F,control
C08V1,female,58.33,NA,NA,NA,3.249,0,6.918,0,1.749,2.15,19.495,27.752,1,7,ST2C13,before,ST2C13F,control
C08V1,female,58.33,NA,NA,NA,0,6.498,11.649,13.5,14.496,2.748,8.996,6.666,0,8,ST2C13,before,ST2C13F,control
C08V1,female,58.33,NA,NA,NA,12.5,0,1.249,0.97,5.998,14.746,0,34.901,0,9,ST2C13,before,ST2C13F,control
C08V1,female,2.53,NA,NA,NA,0,0,0,0.62,0,1.364,0,0,0,10,ST2C13,before,ST2C13F,control
C08V1,male,66.73,7.499,4,6.215,0,0,43.901,19.863,2.498,0,0,0,1,0,ST2C13,before,ST2C13M,control
C08V1,male,58.33,0,0,11.496,0,0,32.244,25.815,0,0,0,0,0,1,ST2C13,before,ST2C13M,control
C08V1,male,58.33,0,0,9.997,0,0,22.246,32.363,2,1.249,0,0,0,2,ST2C13,before,ST2C13M,control
C08V1,male,58.33,0,0,14.749,0,0,23.244,8.652,10.989,0.001,6.997,8.169,1,3,ST2C13,before,ST2C13M,control
C08V1,male,58.33,4.504,3,1.247,0,0,21.214,0.998,28.995,4.501,0.997,1.153,0,4,ST2C13,before,ST2C13M,control
C08V1,male,66.67,0,0,2.248,0,0,0.902,13.666,7.749,18.735,15.746,9.496,0,5,ST2C13,before,ST2C13M,control
C08V1,male,58.33,1.502,1,1.749,0,0,14.998,16.4,1.253,22.901,0,2.501,0,6,ST2C13,before,ST2C13M,control
C08V1,male,58.33,4.428,2,8.254,0,0.573,5.627,0,0.498,2.401,10.744,38.752,0,7,ST2C13,before,ST2C13M,control
C08V1,male,58.33,0.75,1,11.252,0,0,12.138,6.004,22.5,4.999,3.632,8.811,0,8,ST2C13,before,ST2C13M,control
C08V1,male,58.33,0,0,0,0,0,0,1.25,2.75,29.915,2.399,21.746,0,9,ST2C13,before,ST2C13M,control
C08V1,male,2.53,0,0,0,0,0,0,0,0,2.019,0,0,0,10,ST2C13,before,ST2C13M,control
C08V2,female,66.73,NA,NA,NA,0,0,0,14.553,3.899,32.645,9.492,5.747,0,0,ST2C13,after,ST2C13F,control
C08V2,female,58.33,NA,NA,NA,0,9.502,28.747,1.499,20.9,3.904,2.842,0,0,1,ST2C13,after,ST2C13F,control
C08V2,female,58.33,NA,NA,NA,13.495,0,0,10.963,0,16.247,6.404,24.248,0,2,ST2C13,after,ST2C13F,control
C08V2,female,58.33,NA,NA,NA,21.507,1.499,1.749,8.654,4.997,6.495,0,36.126,0,3,ST2C13,after,ST2C13F,control
C08V2,female,58.33,NA,NA,NA,30.756,0,0,0,0.999,1.497,7.002,48.566,0,4,ST2C13,after,ST2C13F,control
C08V2,female,66.67,NA,NA,NA,5,0,0,1.999,2.249,32.963,0,29.151,0,5,ST2C13,after,ST2C13F,control
C08V2,female,58.33,NA,NA,NA,6.004,0,0,3.749,0,11.495,10.749,31.174,0,6,ST2C13,after,ST2C13F,control
C08V2,female,58.33,NA,NA,NA,1.255,0,0,0.253,0,19.245,0,38.359,0,7,ST2C13,after,ST2C13F,control
C08V2,female,58.33,NA,NA,NA,2.749,0,0,0,0,3.466,1.249,53.151,0,8,ST2C13,after,ST2C13F,control
C08V2,female,58.33,NA,NA,NA,0,0,0,0,9.248,12.651,14.249,21.721,0,9,ST2C13,after,ST2C13F,control
C08V2,female,5.1,NA,NA,NA,0,0,0,0,0,0,0,4.83,0,10,ST2C13,after,ST2C13F,control
C08V2,male,66.73,0.751,1,9.491,0,0,0,0.249,5.002,42.643,5.24,13.083,0,0,ST2C13,after,ST2C13M,control
C08V2,male,58.33,0,0,0,0,0,0,2.991,8.224,28.746,0,17.892,1,1,ST2C13,after,ST2C13M,control
C08V2,male,58.33,0,0,11.253,2.5,0,0,9.161,0.152,12.996,9.497,26.244,0,2,ST2C13,after,ST2C13M,control
C08V2,male,58.33,0.746,1,0.997,3.248,0,0,15.649,0,8.506,0,33.903,0,3,ST2C13,after,ST2C13M,control
C08V2,male,58.33,0,0,0,0.497,0,0,1.744,0,20.657,0,35.657,0,4,ST2C13,after,ST2C13M,control
C08V2,male,66.67,0,0,5.366,2.997,0,0,0,0,41.114,2.998,22.239,0,5,ST2C13,after,ST2C13M,control
C08V2,male,58.33,1.499,1,18,5.25,0,0,0,0,18.652,0.499,38.909,0,6,ST2C13,after,ST2C13M,control
C08V2,male,58.33,0,0,17.21,0,0,0,0.998,0,17.991,0,39.072,0,7,ST2C13,after,ST2C13M,control
C08V2,male,58.33,0,0,23.5,0.996,0,0,0,0,5.997,2.496,49.519,0,8,ST2C13,after,ST2C13M,control
C08V2,male,58.33,4.5,2,5.251,0,0,0,4.249,4.001,17.331,6.74,25.743,0,9,ST2C13,after,ST2C13M,control
C08V2,male,5.1,0,0,0,0,0,0,0,0,0,0,4.612,0,10,ST2C13,after,ST2C13M,control
C09V1,female,66.73,NA,NA,NA,0,0,7.499,26.867,6.245,6.741,10.749,8.157,0,0,ST2AC5,before,ST2AC5F,alarm
C09V1,female,58.33,NA,NA,NA,2.499,0,2.748,28.463,8.248,8.564,0,10.002,0,1,ST2AC5,before,ST2AC5F,alarm
C09V1,female,58.33,NA,NA,NA,0,0,22.711,19.25,0.5,8.896,0,6.499,0,2,ST2AC5,before,ST2AC5F,alarm
C09V1,female,58.33,NA,NA,NA,0,0,23.903,24.746,0,1.999,0,7.22,0,3,ST2AC5,before,ST2AC5F,alarm
C09V1,female,58.33,NA,NA,NA,5.25,0,0,0,1.75,9.256,6.997,40.056,0,4,ST2AC5,before,ST2AC5F,alarm
C09V1,female,66.67,NA,NA,NA,0,0,0,0,0.751,15.896,0,49.713,0,5,ST2AC5,before,ST2AC5F,alarm
C09V1,female,58.33,NA,NA,NA,20.253,0,0,0,0,4.456,11.5,41.901,0,6,ST2AC5,before,ST2AC5F,alarm
C09V1,female,58.33,NA,NA,NA,2.247,0,1.5,0,12.421,1.901,17.493,24.748,0,7,ST2AC5,before,ST2AC5F,alarm
C09V1,female,58.33,NA,NA,NA,0,0,0,0,18.134,0,39.707,0,0,8,ST2AC5,before,ST2AC5F,alarm
C09V1,female,58.33,NA,NA,NA,0,0,1.25,0.75,5.884,10.996,30.177,8.997,1,9,ST2AC5,before,ST2AC5F,alarm
C09V1,female,3.5,NA,NA,NA,0,0,0,0,0,0,0.9,2.11,0,10,ST2AC5,before,ST2AC5F,alarm
C09V1,male,66.73,0,0,0,0,0,10.255,22.121,12.744,18.885,0,2.251,0,0,ST2AC5,before,ST2AC5M,alarm
C09V1,male,58.33,0,0,0,0,3.501,0,44.118,0,13.744,0,0,0,1,ST2AC5,before,ST2AC5M,alarm
C09V1,male,58.33,0,0,0,0,0,23.749,31.324,0,2.999,0,0,0,2,ST2AC5,before,ST2AC5M,alarm
C09V1,male,58.33,0,0,0.588,0,2,12.004,37.647,0,1.499,0,6.713,0,3,ST2AC5,before,ST2AC5M,alarm
C09V1,male,58.33,0.496,1,10.5,0,0,0.5,0,2.744,20.711,4.248,29.646,0,4,ST2AC5,before,ST2AC5M,alarm
C09V1,male,66.67,0.5,1,26.246,0,0,0,2.903,0,9.248,6.748,47.35,0,5,ST2AC5,before,ST2AC5M,alarm
C09V1,male,58.33,1.001,2,1.499,0,0,0,0,1,13.437,17.395,26.243,0,6,ST2AC5,before,ST2AC5M,alarm
C09V1,male,58.33,2.748,2,7.173,0,0,1.751,0,14.401,2.747,21.245,17.498,0,7,ST2AC5,before,ST2AC5M,alarm
C09V1,male,58.33,0,0,21.756,0,0,0.999,0,14.712,1.35,32.746,7.993,0,8,ST2AC5,before,ST2AC5M,alarm
C09V1,male,58.33,0,0,18.428,3.002,0,2.995,0.498,3.247,16.9,16.672,17.747,0,9,ST2AC5,before,ST2AC5M,alarm
C09V1,male,3.5,0,0,0,0,0,0,0,0,0,1.153,1.965,0,10,ST2AC5,before,ST2AC5M,alarm
C09V2,female,66.73,NA,NA,NA,0,66.132,0,0,0,0,66.132,0,0,0,ST2AC5,after,ST2AC5F,alarm
C09V2,female,58.33,NA,NA,NA,0,58.1,0,0,0,0,58.1,0,0,1,ST2AC5,after,ST2AC5F,alarm
C09V2,female,58.33,NA,NA,NA,0,58.1,0,0,0,0,58.1,0,0,2,ST2AC5,after,ST2AC5F,alarm
C09V2,female,58.33,NA,NA,NA,0,57.808,0,0,0,0,57.808,0,0,3,ST2AC5,after,ST2AC5F,alarm
C09V2,female,58.33,NA,NA,NA,0.5,15.153,0,0,0,0,58.077,0,0,4,ST2AC5,after,ST2AC5F,alarm
C09V2,female,66.67,NA,NA,NA,26.61,2.001,0,0,0,0,66.272,0,0,5,ST2AC5,after,ST2AC5F,alarm
C09V2,female,58.33,NA,NA,NA,23.424,0,0,0,0,0,25.403,32.672,0,6,ST2AC5,after,ST2AC5F,alarm
C09V2,female,58.33,NA,NA,NA,17.749,0,0,0,0,0,36.228,21.654,0,7,ST2AC5,after,ST2AC5F,alarm
C09V2,female,58.33,NA,NA,NA,13.672,0,0,0,0,0,32.652,25.419,0,8,ST2AC5,after,ST2AC5F,alarm
C09V2,female,58.33,NA,NA,NA,34.414,0,0,0,0,0,0,58.074,0,9,ST2AC5,after,ST2AC5F,alarm
C09V2,female,66.67,NA,NA,NA,13.155,13.999,0,0,0,0,0,66.266,0,10,ST2AC5,after,ST2AC5F,alarm
C09V2,male,66.73,0,0,0,0,66.272,0,0,0,0,0,66.272,0,0,ST2AC5,after,ST2AC5M,alarm
C09V2,male,58.33,0,0,0,0,57.328,0,0,0,0,0,58.082,0,1,ST2AC5,after,ST2AC5M,alarm
C09V2,male,58.33,0,0,0,0,56.902,0,0,0,0,0,58.077,0,2,ST2AC5,after,ST2AC5M,alarm
