obs_id,sex,length_obs_s,sig_s,sig_nb,chasing_s,feeding_s,frozen_s,Q1_s,Q2_s,Q3_s,Q4_s,Q5_s,Q6_s,dash_nb,bin,tank,time,fish_ID,cue
C09V2,male,58.33,0,0,0,0,1.002,0,0,0,0,23.999,34.074,0,3,ST2AC5,after,ST2AC5M,alarm
C09V2,male,58.33,4.498,2,0.753,0,0,0,0,0,0,44.921,13.154,2,4,ST2AC5,after,ST2AC5M,alarm
C09V2,male,66.67,17.503,4,3.998,0,12.75,0,0,0,0,66.266,0,0,5,ST2AC5,after,ST2AC5M,alarm
C09V2,male,58.33,9.246,3,11.251,4.173,2.5,0,0,0,0,41.899,16.171,0,6,ST2AC5,after,ST2AC5M,alarm
C09V2,male,58.33,3.502,3,0,4.247,0,0,0,1.5,6.439,22.743,24.15,0,7,ST2AC5,after,ST2AC5M,alarm
C09V2,male,58.33,4.249,3,0,10.711,0,0,0,5.5,0,50.372,1.993,0,8,ST2AC5,after,ST2AC5M,alarm
C09V2,male,58.33,0,0,0.75,12.429,0,0,0,0,0,8.402,49.678,0,9,ST2AC5,after,ST2AC5M,alarm
C09V2,male,66.67,3.621,2,0.753,20.251,0.499,0,0,0,0,8.245,58.015,1,10,ST2AC5,after,ST2AC5M,alarm
C10V1,female,66.73,NA,NA,NA,0,0,19.247,39.508,0,4.496,0,3.001,0,0,ST2C1,before,ST2C1F,control
C10V1,female,58.33,NA,NA,NA,0,0,16.495,28.99,0,11.654,0,0.947,0,1,ST2C1,before,ST2C1F,control
C10V1,female,58.33,NA,NA,NA,0,0,12.499,34.495,2.497,2.249,1.924,4.402,0,2,ST2C1,before,ST2C1F,control
C10V1,female,58.33,NA,NA,NA,5.002,0,3.503,24.246,1.149,4.748,3.421,20.996,0,3,ST2C1,before,ST2C1F,control
C10V1,female,58.33,NA,NA,NA,1.25,0,15.747,5.75,4.247,1.913,19.897,10.249,0,4,ST2C1,before,ST2C1F,control
C10V1,female,66.67,NA,NA,NA,21.001,0,0,5.494,0,9.395,2.227,49.248,0,5,ST2C1,before,ST2C1F,control
C10V1,female,58.33,NA,NA,NA,11.749,0,0,4.167,0,8.497,0,45.398,0,6,ST2C1,before,ST2C1F,control
C10V1,female,58.33,NA,NA,NA,1.5,0,11,3.37,1.997,1.999,23.745,15.749,0,7,ST2C1,before,ST2C1F,control
C10V1,female,58.33,NA,NA,NA,5.444,0,9.746,3.653,6.497,1.496,28.686,8,0,8,ST2C1,before,ST2C1F,control
C10V1,female,58.33,NA,NA,NA,4.676,0,25.738,2.999,6.747,2.998,17.084,2.498,0,9,ST2C1,before,ST2C1F,control
C10V1,female,41.6,NA,NA,NA,0,0,18.739,14.163,3.753,0.498,2.404,1.747,0,10,ST2C1,before,ST2C1F,control
C10V1,male,66.73,0,0,2.25,0,0,26.988,26.89,7.655,4.252,0,0.499,0,0,ST2C1,before,ST2C1M,control
C10V1,male,58.33,0,0,4.248,0.253,0,17.668,15.14,9.233,6.501,5.752,2.748,1,1,ST2C1,before,ST2C1M,control
C10V1,male,58.33,0,0,1.002,0,0,20.39,17.748,6.065,4.746,4.847,3.249,0,2,ST2C1,before,ST2C1M,control
C10V1,male,58.33,0,0,6.068,2.002,0,7.249,6.753,7.734,5.731,11.072,19.496,0,3,ST2C1,before,ST2C1M,control
C10V1,male,58.33,0,0,2.002,0,0,25.903,2.245,10.234,1.252,15.148,3.244,0,4,ST2C1,before,ST2C1M,control
C10V1,male,66.67,0,0,15.121,3.999,0,2.654,6.495,1.246,8.749,5.968,41.234,0,5,ST2C1,before,ST2C1M,control
C10V1,male,58.33,0,0,21.25,9.749,0,0,3.748,0,6.467,0,47.652,0,6,ST2C1,before,ST2C1M,control
C10V1,male,58.33,0,0,18.258,3.248,0,10.253,3.678,1.996,3.654,14.998,23.488,0,7,ST2C1,before,ST2C1M,control
C10V1,male,58.33,0,0,13.499,4.245,0,10.24,1.999,7.75,5.643,7.002,25.221,0,8,ST2C1,before,ST2C1M,control
C10V1,male,58.33,0,0,35.015,0.753,0,24.001,6.149,8.733,4.002,15.174,0,0,9,ST2C1,before,ST2C1M,control
C10V1,male,41.6,0,0,11.249,0.497,0,24.964,5.498,4.999,1.249,2.653,1.749,0,10,ST2C1,before,ST2C1M,control
C10V2,female,66.73,NA,NA,NA,0.751,0,18.748,17.297,7.229,7.258,10.503,5.237,0,0,ST2C1,after,ST2C1F,control
C10V2,female,58.33,NA,NA,NA,1.246,0,29.425,1.405,7.241,0.746,13.994,5.251,0,1,ST2C1,after,ST2C1F,control
C10V2,female,58.33,NA,NA,NA,0,0,29.649,0,11.234,0.495,14.75,1.921,0,2,ST2C1,after,ST2C1F,control
C10V2,female,58.33,NA,NA,NA,0,0,1.497,31.997,4.428,10.245,3.499,6.401,0,3,ST2C1,after,ST2C1F,control
C10V2,female,58.33,NA,NA,NA,0,0,13.994,22.166,4.406,9.742,1.246,6.5,0,4,ST2C1,after,ST2C1F,control
C10V2,female,66.67,NA,NA,NA,0,0,14.996,24.618,7.245,10.244,0,9.244,0,5,ST2C1,after,ST2C1F,control
C10V2,female,58.33,NA,NA,NA,1.499,0,12.752,21.647,2.494,8.851,1.75,10.547,0,6,ST2C1,after,ST2C1F,control
C10V2,female,58.33,NA,NA,NA,0,2,7.249,37.501,1.472,11.649,0,0,0,7,ST2C1,after,ST2C1F,control
C10V2,female,58.33,NA,NA,NA,0,0,2.25,36.703,0.902,15.996,0,1.999,0,8,ST2C1,after,ST2C1F,control
C10V2,female,58.33,NA,NA,NA,2.747,2.25,35.999,2.152,3.748,0.271,2.997,11.907,0,9,ST2C1,after,ST2C1F,control
C10V2,female,58.47,NA,NA,NA,5.744,0,14.749,1.613,1.001,0.751,11.501,28.246,0,10,ST2C1,after,ST2C1F,control
C10V2,male,66.73,0,0,12.747,0,0,26.365,11.243,8.983,4.252,8.75,6.741,0,0,ST2C1,after,ST2C1M,control
C10V2,male,58.33,0,0,5.247,0,0,33.112,2.503,13.489,1.75,6.989,0,1,1,ST2C1,after,ST2C1M,control
C10V2,male,58.33,0,0,3,0,0,40.133,0,10.24,0,7.082,0.644,0,2,ST2C1,after,ST2C1M,control
C10V2,male,58.33,0,0,0.751,0,0,15.747,21.754,7.742,6.485,2.612,3.653,0,3,ST2C1,after,ST2C1M,control
C10V2,male,58.33,0,0,0.5,0,0,28.239,1.5,19.622,1.804,4.8,2.066,0,4,ST2C1,after,ST2C1M,control
C10V2,male,66.67,0,0,2.003,0,0,19.245,12.114,15.73,6.394,6.499,6.246,0,5,ST2C1,after,ST2C1M,control
C10V2,male,58.33,0,0,4.253,0,0,3.002,29.595,0.996,13.501,0.748,9.993,0,6,ST2C1,after,ST2C1M,control
C10V2,male,58.33,0,0,0,0,0,3.097,47.478,1.247,5.996,0,0,0,7,ST2C1,after,ST2C1M,control
C10V2,male,58.33,0,0,1.999,0,0,6.999,28.982,0.749,17.585,0,2.959,0,8,ST2C1,after,ST2C1M,control
C10V2,male,58.33,2.748,3,6.253,0,0,29.245,3.212,11.751,1.832,4.992,6.029,0,9,ST2C1,after,ST2C1M,control
C10V2,male,58.47,0,0,5.994,0.5,0,13.969,0.001,7.497,1.248,5.991,29.403,0,10,ST2C1,after,ST2C1M,control
C11V1,female,66.16,NA,NA,NA,17.364,0,0,0,0.498,0.001,41.368,23.896,0,0,ST2AC9,after,ST2AC9F,alarm
C11V1,female,57.83,NA,NA,NA,20.231,0,0,0,1.997,1.96,44.655,8.746,0,1,ST2AC9,after,ST2AC9F,alarm
C11V1,female,57.83,NA,NA,NA,3.746,0,0,0,3,2.902,40.175,11.482,0,2,ST2AC9,after,ST2AC9F,alarm
C11V1,female,66.09,NA,NA,NA,0,0,1.744,0,21.991,0,42.063,0,0,3,ST2AC9,after,ST2AC9F,alarm
C11V1,female,57.83,NA,NA,NA,3.747,0,0,0,12.985,0,44.576,0,0,4,ST2AC9,after,ST2AC9F,alarm
C11V1,female,57.83,NA,NA,NA,25.507,0,0,0,2.498,0.998,17.569,36.501,0,5,ST2AC9,after,ST2AC9F,alarm
C11V1,female,57.83,NA,NA,NA,16.504,0,0,0,0,1.461,16.401,39.498,0,6,ST2AC9,after,ST2AC9F,alarm
C11V1,female,66.09,NA,NA,NA,13.993,0,1.502,0,7.745,9.645,28.998,17.71,0,7,ST2AC9,after,ST2AC9F,alarm
C11V1,female,57.83,NA,NA,NA,3.251,0,0,0,0.749,7.998,16.928,31.895,0,8,ST2AC9,after,ST2AC9F,alarm
C11V1,female,57.83,NA,NA,NA,19.248,0,0,0,2.002,6.501,31.648,17.21,0,9,ST2AC9,after,ST2AC9F,alarm
C11V1,female,9.78,NA,NA,NA,3.158,0,0,0,0,0,0,9.375,0,10,ST2AC9,after,ST2AC9F,alarm
C11V1,male,66.16,5.998,3,15.497,0.786,0,0,0,0,0,41.211,24.683,0,0,ST2AC9,after,ST2AC9M,alarm
C11V1,male,57.83,4.246,3,5.723,0,0,0,0,1.5,0.587,42.242,13.208,0,1,ST2AC9,after,ST2AC9M,alarm
C11V1,male,57.83,0.5,1,22.722,0,0,0,0,0.999,2.652,40.656,13.251,2,2,ST2AC9,after,ST2AC9M,alarm
C11V1,male,66.09,2.002,2,13.159,0,0.999,0,0,7.244,0,57.078,1.497,0,3,ST2AC9,after,ST2AC9M,alarm
C11V1,male,57.83,1.75,1,5,0,0,0,0,0.494,0,38.135,18.746,0,4,ST2AC9,after,ST2AC9M,alarm
C11V1,male,57.83,0.493,1,2.995,1.246,0,0,0,0,0.748,11.58,45.243,0,5,ST2AC9,after,ST2AC9M,alarm
C11V1,male,57.83,0,0,1.717,0,0,0,0,2.496,9.988,13.65,31.207,1,6,ST2AC9,after,ST2AC9M,alarm
C11V1,male,66.09,1.75,1,11.169,0,0,0,0,10.498,3.991,32.497,18.82,0,7,ST2AC9,after,ST2AC9M,alarm
C11V1,male,57.83,6.247,2,14.75,0,0,0,0,0,4.498,18.181,34.89,0,8,ST2AC9,after,ST2AC9M,alarm
C11V1,male,57.83,0,0,3.005,1.248,0,0,1.498,3.154,18.55,2.399,31.986,0,9,ST2AC9,after,ST2AC9M,alarm
C11V1,male,9.78,0,0,3.308,0,0,0,0,0,1.65,0,7.721,0,10,ST2AC9,after,ST2AC9M,alarm
C11V2,female,66.16,NA,NA,NA,0,0,12.395,37.243,5.497,4.878,5.749,0,0,0,ST2AC9,before,ST2AC9F,alarm
C11V2,female,57.83,NA,NA,NA,0,0,34.659,14.002,5.754,1.651,1.492,0,0,1,ST2AC9,before,ST2AC9F,alarm
C11V2,female,57.83,NA,NA,NA,4,0,0,0,3.498,2.904,40.91,10.255,0,2,ST2AC9,before,ST2AC9F,alarm
C11V2,female,66.09,NA,NA,NA,0,0,29.492,1.75,17.69,0.997,15.823,0,0,3,ST2AC9,before,ST2AC9F,alarm
C11V2,female,57.83,NA,NA,NA,0,0,6.743,0,20.741,0,30.046,0,0,4,ST2AC9,before,ST2AC9F,alarm
C11V2,female,57.83,NA,NA,NA,0,0,3.997,18.711,4.249,14.745,5.65,9.995,0,5,ST2AC9,before,ST2AC9F,alarm
C11V2,female,57.83,NA,NA,NA,5.274,0,0,29.391,0,14.246,0,13.876,0,6,ST2AC9,before,ST2AC9F,alarm
C11V2,female,66.09,NA,NA,NA,13.5,0,9.501,23.422,0.747,10.743,0,21.398,0,7,ST2AC9,before,ST2AC9F,alarm
C11V2,female,57.83,NA,NA,NA,21.75,0,10.243,2.905,9.746,2.997,27.902,3.748,0,8,ST2AC9,before,ST2AC9F,alarm
C11V2,female,57.83,NA,NA,NA,0,0,24.49,0,17.814,0,14.956,0,0,9,ST2AC9,before,ST2AC9F,alarm
C11V2,female,16.16,NA,NA,NA,0,0,0,0,5.261,0,10.497,0,0,10,ST2AC9,before,ST2AC9F,alarm
C11V2,male,66.16,1.5,1,1.248,0,0,32.903,32.862,0,0,0,0,0,0,ST2AC9,before,ST2AC9M,alarm
C11V2,male,57.83,0,0,0,0,0,41.712,15.656,0,0,0,0,0,1,ST2AC9,before,ST2AC9M,alarm
C11V2,male,57.83,0.5,1,35.924,0,0,0,0,0.749,1.651,40.182,14.992,0,2,ST2AC9,before,ST2AC9M,alarm
C11V2,male,66.09,0,0,7.497,0,0,30.9,6.499,11.744,0.249,12.172,4.247,0,3,ST2AC9,before,ST2AC9M,alarm
C11V2,male,57.83,0,0,18.97,0,0,5.997,0,15.49,0,25.357,10.501,0,4,ST2AC9,before,ST2AC9M,alarm
C11V2,male,57.83,0,0,8.423,0,0,6.247,21.927,5.743,2.502,10.399,10.748,0,5,ST2AC9,before,ST2AC9M,alarm
C11V2,male,57.83,0,0,22.668,0,0,0,36.149,0,12.743,0,8.683,0,6,ST2AC9,before,ST2AC9M,alarm
C11V2,male,66.09,2.247,2,7.752,0,0,6.785,52.645,0,4.75,0,1.402,0,7,ST2AC9,before,ST2AC9M,alarm
C11V2,male,57.83,0,0,5.495,0,0,12.218,6.75,10.348,0.997,24.997,1.498,0,8,ST2AC9,before,ST2AC9M,alarm
C11V2,male,57.83,1.496,2,4.931,0,0,28.406,3.497,18.227,0.75,6.466,0,0,9,ST2AC9,before,ST2AC9M,alarm
C11V2,male,16.16,1.249,1,7.752,0,0,0,0,3.171,0,12.042,0.498,0,10,ST2AC9,before,ST2AC9M,alarm
C12V1,female,66.73,NA,NA,NA,0,0,13.563,36.297,2.498,11.897,0,1.5,0,0,ST2C4,before,ST2C4F,control
C12V1,female,58.33,NA,NA,NA,0,0,34.458,18.094,2,3.5,0,0,0,1,ST2C4,before,ST2C4F,control
C12V1,female,58.33,NA,NA,NA,0,0,2.67,15.994,9.5,9.401,17.742,2.741,0,2,ST2C4,before,ST2C4F,control
C12V1,female,58.33,NA,NA,NA,0.995,0,2.651,7.379,3.496,6.556,19.993,17.997,0,3,ST2C4,before,ST2C4F,control
C12V1,female,58.33,NA,NA,NA,0,0,28.721,8.996,5.492,1.903,1.5,11.249,0,4,ST2C4,before,ST2C4F,control
C12V1,female,66.67,NA,NA,NA,0,0,28.149,5.997,21.481,0,8.63,1.998,0,5,ST2C4,before,ST2C4F,control
C12V1,female,58.33,NA,NA,NA,0,0,6.667,14.492,4.741,14.012,6.395,11.735,0,6,ST2C4,before,ST2C4F,control
C12V1,female,58.33,NA,NA,NA,0,0,11.737,30.217,10.649,2.752,0.999,1.495,0,7,ST2C4,before,ST2C4F,control
C12V1,female,58.33,NA,NA,NA,0,0,0,56.309,0,1.568,0,0,0,8,ST2C4,before,ST2C4F,control
C12V1,female,58.33,NA,NA,NA,0,0,4.913,47.392,0,3.753,0,1.998,0,9,ST2C4,before,ST2C4F,control
C12V1,female,14.87,NA,NA,NA,0,0,2.156,1.992,0.999,4.6,0,4.745,0,10,ST2C4,before,ST2C4F,control
C12V1,male,66.73,1.002,1,1.842,0,0,4.496,28.714,5.252,20.897,0,6.996,0,0,ST2C4,before,ST2C4M,control
C12V1,male,58.33,0,0,2.178,0,0,12.689,45.395,0,0,0,0,0,1,ST2C4,before,ST2C4M,control
C12V1,male,58.33,0,0,11.745,0,0,2.749,38.323,3.749,8.5,4.747,0,0,2,ST2C4,before,ST2C4M,control
C12V1,male,58.33,0,0,2.427,0,0,0,47.763,0,6.549,0,3.751,0,3,ST2C4,before,ST2C4M,control
C12V1,male,58.33,0,0,0.253,4.249,0,27.668,9.496,5.243,6.397,0,9.252,0,4,ST2C4,before,ST2C4M,control
C12V1,male,66.67,1.752,2,22.003,0,0,36.652,5.245,15.743,2.108,5.494,0.997,0,5,ST2C4,before,ST2C4M,control
C12V1,male,58.33,0.502,1,13.989,0,0,2.993,24.864,4.25,15.493,1.496,8.748,0,6,ST2C4,before,ST2C4M,control
C12V1,male,58.33,0,0,3.925,2.252,0,0,35.33,0,12.734,0,9.999,0,7,ST2C4,before,ST2C4M,control
C12V1,male,58.33,2.746,2,26.489,0,0,0,54.823,0,3.245,0,0,0,8,ST2C4,before,ST2C4M,control
C12V1,male,58.33,8.991,4,23.252,0,0,0,46.072,0,7.247,0,4.751,0,9,ST2C4,before,ST2C4M,control
C12V1,male,14.87,0,0,1,0,0,3.155,0,1.247,8.866,0,1.25,0,10,ST2C4,before,ST2C4M,control
C12V2,female,66.73,NA,NA,NA,0,0,27.904,12.993,4.495,9.495,3.863,7.497,0,0,ST2C4,after,ST2C4F,control
C12V2,female,58.33,NA,NA,NA,0,0,7.246,30.96,10.246,5.748,3.653,0,0,1,ST2C4,after,ST2C4F,control
C12V2,female,58.33,NA,NA,NA,0,0,0,35.149,0,18.347,0,4.581,0,2,ST2C4,after,ST2C4F,control
C12V2,female,58.33,NA,NA,NA,0,0,11.715,25.744,0,15.745,0,4.649,0,3,ST2C4,after,ST2C4F,control
C12V2,female,58.33,NA,NA,NA,0,0,22.652,0,15.99,0,19.201,0,0,4,ST2C4,after,ST2C4F,control
C12V2,female,66.67,NA,NA,NA,0,0,15.24,10.249,16.14,9.242,6.864,8.492,1,5,ST2C4,after,ST2C4F,control
C12V2,female,58.33,NA,NA,NA,0,0,4.993,0,22.357,0,29.145,0.997,0,6,ST2C4,after,ST2C4F,control
C12V2,female,58.33,NA,NA,NA,0,0,28.355,0,21.979,0,7.501,0,0,7,ST2C4,after,ST2C4F,control
C12V2,female,58.33,NA,NA,NA,0,0,22.237,0,23.458,0,12.154,0,0,8,ST2C4,after,ST2C4F,control
C12V2,female,58.33,NA,NA,NA,0,0,40.18,0,13.881,0,4.003,0,0,9,ST2C4,after,ST2C4F,control
C12V2,male,66.73,0,0,10.739,0.667,0,7.898,18.24,7.242,14.505,2.001,16.368,0,0,ST2C4,after,ST2C4M,control
C12V2,male,58.33,0,0,0.497,0,0,1.498,18.43,1.25,19.894,0,16.981,0,1,ST2C4,after,ST2C4M,control
C12V2,male,58.33,1,1,18.744,0,0,0,30.401,0,21.203,0,6.249,0,2,ST2C4,after,ST2C4M,control
C12V2,male,58.33,0,0,14.257,0,0,0,29.423,0,18.481,0,10.153,0,3,ST2C4,after,ST2C4M,control
C12V2,male,58.33,0,0,0,8.001,0,0,13.395,0,12.01,0,32.61,0,4,ST2C4,after,ST2C4M,control
C12V2,male,66.67,0.499,1,14.494,0,0,4.494,25.386,9.25,15.888,4.247,6.994,2,5,ST2C4,after,ST2C4M,control
C12V2,male,58.33,2.503,1,10.499,2.252,0,10.167,3.494,9.997,14.398,11.248,8.743,0,6,ST2C4,after,ST2C4M,control
C12V2,male,58.33,1.252,1,18.251,0,0,27.886,0,23.408,0,6.741,0,0,7,ST2C4,after,ST2C4M,control
C12V2,male,58.33,0.499,1,14.5,0,0,21.244,5.75,7.146,13.484,1.906,8.247,0,8,ST2C4,after,ST2C4M,control
C12V2,male,58.33,0,0,14.501,8.503,0,16.855,2.057,8.741,0.999,21.398,7.999,0,9,ST2C4,after,ST2C4M,control
C13V1,female,66.73,NA,NA,NA,8.002,5.753,0,0,1.748,10.153,21.463,32.992,0,0,ST2AC2,after,ST2AC2F,alarm
C13V1,female,58.33,NA,NA,NA,11.499,0,0,0,4.495,0.749,41.079,11.745,0,1,ST2AC2,after,ST2AC2F,alarm
C13V1,female,58.33,NA,NA,NA,4.498,0,0.998,0,32.994,5.923,8.646,9.5,0,2,ST2AC2,after,ST2AC2F,alarm
C13V1,female,58.33,NA,NA,NA,8.434,0,0,4.248,11.994,11.865,13.496,16.338,0,3,ST2AC2,after,ST2AC2F,alarm
C13V1,female,58.33,NA,NA,NA,0,0,0,0,14.994,5.652,31.418,5.997,0,4,ST2AC2,after,ST2AC2F,alarm
C13V1,female,66.67,NA,NA,NA,0,0.504,11.244,0.752,19.24,12.745,16.009,5.751,0,5,ST2AC2,after,ST2AC2F,alarm
C13V1,female,58.33,NA,NA,NA,0,1,5.246,8,19.204,9.401,7.248,8.747,0,6,ST2AC2,after,ST2AC2F,alarm
C13V1,female,58.33,NA,NA,NA,0,0,0,16.457,11.147,27.733,0.001,2.496,0,7,ST2AC2,after,ST2AC2F,alarm
C13V1,female,58.33,NA,NA,NA,0,1.75,0,15.308,0,32.812,2.999,6.746,0,8,ST2AC2,after,ST2AC2F,alarm
C13V1,female,58.33,NA,NA,NA,0,0,0,12.997,0,35.048,0,9.996,0,9,ST2AC2,after,ST2AC2F,alarm
C13V1,female,26.03,NA,NA,NA,0,0,1.5,0.749,14.645,4.184,3.252,1.246,0,10,ST2AC2,after,ST2AC2F,alarm
C13V1,male,66.73,0,0,10.358,0.5,0,0,0,1.749,8.995,22.868,32.639,0,0,ST2AC2,after,ST2AC2M,alarm
C13V1,male,58.33,0.747,1,7.258,0,0,4.249,0.748,1.749,2.25,42.868,5.997,0,1,ST2AC2,after,ST2AC2M,alarm
C13V1,male,58.33,0.751,1,17.753,0,0,15.49,4.832,25.749,4.311,4.647,3,0,2,ST2AC2,after,ST2AC2M,alarm
C13V1,male,58.33,0,0,19.912,0,0,0,8.401,4.497,19.671,13.749,11.747,0,3,ST2AC2,after,ST2AC2M,alarm
C13V1,male,58.33,3.604,3,12.25,0,0,0,14.996,0.748,15.147,13.954,12.997,0,4,ST2AC2,after,ST2AC2M,alarm
C13V1,male,66.67,1.497,1,10.498,0,0,0,29.105,0,25.743,0,11.401,0,5,ST2AC2,after,ST2AC2M,alarm
C13V1,male,58.33,0.999,1,15.748,0,0,9.995,10.148,8.992,20.682,2.741,5.501,0,6,ST2AC2,after,ST2AC2M,alarm
C13V1,male,58.33,0,0,27.924,0,0,0,17.662,7.249,29.643,1.749,1.748,0,7,ST2AC2,after,ST2AC2M,alarm
C13V1,male,58.33,2.43,2,27.999,0,0,0,15.832,0,37.74,0,4.498,0,8,ST2AC2,after,ST2AC2M,alarm
C13V1,male,58.33,1,1,23.479,0,0,0,17.242,0,36.115,0,4.494,0,9,ST2AC2,after,ST2AC2M,alarm
C13V1,male,26.03,0,0,3.749,0,0,1.552,9.748,0.585,13.902,0,0,0,10,ST2AC2,after,ST2AC2M,alarm
C13V2,female,66.73,NA,NA,NA,2.247,0,17.251,24.891,1,12.491,1.749,8.857,0,0,ST2AC2,before,ST2AC2F,alarm
C13V2,female,58.33,NA,NA,NA,5.497,0,22.747,3.125,7.994,3.309,3.001,17.898,0,1,ST2AC2,before,ST2AC2F,alarm
C13V2,female,58.33,NA,NA,NA,0,0,9.418,10.885,1.252,26.491,0,9.999,0,2,ST2AC2,before,ST2AC2F,alarm
C13V2,female,58.33,NA,NA,NA,0,0,7.903,18.993,1.248,18.419,3.251,8.239,0,3,ST2AC2,before,ST2AC2F,alarm
C13V2,female,58.33,NA,NA,NA,9.246,0,9.243,12.473,0.746,11.749,0.997,22.642,0,4,ST2AC2,before,ST2AC2F,alarm
C13V2,female,66.67,NA,NA,NA,0,0,0.904,11.076,1.747,26.29,3.999,22.247,0,5,ST2AC2,before,ST2AC2F,alarm
C13V2,female,58.33,NA,NA,NA,0,0,0,30.394,0,22.663,0,4.99,0,6,ST2AC2,before,ST2AC2F,alarm
C13V2,female,58.33,NA,NA,NA,8.003,0,8.245,15.995,1.253,12.832,4.748,14.998,0,7,ST2AC2,before,ST2AC2F,alarm
C13V2,female,58.33,NA,NA,NA,0.251,0,0,9.988,0,24.004,0,24.057,0,8,ST2AC2,before,ST2AC2F,alarm
C13V2,female,58.33,NA,NA,NA,1.751,0,0,21.247,0,24.506,0,12.301,0,9,ST2AC2,before,ST2AC2F,alarm
C13V2,female,61.77,NA,NA,NA,0,0,0,38.141,0,19.84,0,3.351,0,10,ST2AC2,before,ST2AC2F,alarm
C13V2,male,66.73,0,0,5.994,0,0,38.52,27.745,0,0,0,0,0,0,ST2AC2,before,ST2AC2M,alarm
C13V2,male,58.33,1.75,2,2.498,0,0,50.068,0.999,5.497,1.498,0,0,1,1,ST2AC2,before,ST2AC2M,alarm
C13V2,male,58.33,6.496,4,28.219,0,0,10.082,9.995,0,17.992,2,17.988,0,2,ST2AC2,before,ST2AC2M,alarm
C13V2,male,58.33,1.754,3,19.253,0,0,9.649,30.668,3.251,13.004,0,1.496,0,3,ST2AC2,before,ST2AC2M,alarm
C13V2,male,58.33,2.25,1,7.748,0,0,2.994,30.619,0.5,7.247,0,16.497,0,4,ST2AC2,before,ST2AC2M,alarm
C13V2,male,66.67,0,0,24.751,0,0,0,12.748,4.996,23.762,2.253,22.49,0,5,ST2AC2,before,ST2AC2M,alarm
C13V2,male,58.33,0,0,29.868,0,0,0,33.901,0,19.95,0,3.998,0,6,ST2AC2,before,ST2AC2M,alarm
C13V2,male,58.33,1.319,2,10.249,0,0,1.749,32.5,0,10.766,1.249,11.84,1,7,ST2AC2,before,ST2AC2M,alarm
C13V2,male,58.33,0,0,24.929,0,0,0,17.249,0,22.739,0,18.077,0,8,ST2AC2,before,ST2AC2M,alarm
C13V2,male,58.33,0,0,35.913,0,0,0,26.236,0,25.458,0,6.151,0,9,ST2AC2,before,ST2AC2M,alarm
C13V2,male,61.77,0,0,17.962,0,0,0,45.498,0,14.638,0,1.154,0,10,ST2AC2,before,ST2AC2M,alarm
C14V1,female,66.16,NA,NA,NA,1.059,50.902,0,0,28.653,0,28.75,8.396,0,0,ST2AC10,after,ST2AC10F,alarm
C14V1,female,57.83,NA,NA,NA,0,0,0,0,0,0,15.92,41.654,0,1,ST2AC10,after,ST2AC10F,alarm
C14V1,female,57.83,NA,NA,NA,0,0,0,0,0,0,33.859,23.747,0,2,ST2AC10,after,ST2AC10F,alarm
C14V1,female,66.09,NA,NA,NA,0,0,0,0,0,0,6.153,59.676,0,3,ST2AC10,after,ST2AC10F,alarm
C14V1,female,57.83,NA,NA,NA,0,0,0,0,0,0,27.972,29.404,0,4,ST2AC10,after,ST2AC10F,alarm
C14V1,female,57.83,NA,NA,NA,0.75,0,0,0,0,0,52.578,4.996,0,5,ST2AC10,after,ST2AC10F,alarm
C14V1,female,57.83,NA,NA,NA,0,0,0,0,0,0,41.903,15.672,0,6,ST2AC10,after,ST2AC10F,alarm
C14V1,female,66.09,NA,NA,NA,0,0,0,0,0,0,8.997,56.615,0,7,ST2AC10,after,ST2AC10F,alarm
C14V1,female,57.83,NA,NA,NA,0,0,0,0,0,0,10.671,46.904,0,8,ST2AC10,after,ST2AC10F,alarm
C14V1,female,57.83,NA,NA,NA,0,0,0,0,0.318,0,55.465,1.753,0,9,ST2AC10,after,ST2AC10F,alarm
C14V1,female,57.83,NA,NA,NA,0,0,0,0,1.5,0,19.398,36.679,0,10,ST2AC10,after,ST2AC10F,alarm
C14V1,male,66.16,0,0,1.748,5.465,1.999,0,0,0,0,27.244,38.623,0,0,ST2AC10,after,ST2AC10M,alarm
